Product_ID,Brand,Category,Region,Optimal_Price,Optimal_Discount,Predicted_Revenue
97,5,2,0,190,4,1724.83
18,5,0,0,190,2,5248.42
70,1,2,1,90,0,2910.15
77,4,2,2,180,0,4829.09
27,4,1,3,195,0,2488.76
86,0,2,1,110,4,2320.96
51,0,1,2,185,4,4441.7
32,3,0,2,185,28,6429.5
28,5,1,3,190,4,3665.08
53,0,4,0,180,0,3769.17
39,2,3,2,145,24,3009.37
86,5,2,3,175,16,5230.67
62,2,2,1,180,0,1140.06
76,4,0,0,50,22,1145.21
59,3,4,2,85,18,2330.57
60,0,4,3,85,26,1911.69
78,0,0,3,195,0,5952.63
67,5,0,0,195,0,5428.06
54,1,3,1,180,0,1061.0
47,3,4,2,190,0,2977.29
24,0,3,1,190,6,4003.44
92,3,2,2,135,26,3364.01
3,1,2,1,190,4,3104.58
18,5,1,3,185,4,3352.52
33,4,1,3,190,6,3073.96
60,1,0,2,155,20,4236.2
4,3,0,1,190,4,5741.44
38,2,1,0,195,4,3479.85
50,3,2,1,145,0,2926.48
12,3,3,3,160,4,4884.67
12,2,4,0,190,0,4148.15
43,1,0,3,175,0,5515.83
19,2,3,0,180,0,5049.08
44,0,2,0,190,0,1533.14
73,2,4,0,170,28,2405.51
23,2,2,2,185,4,3045.41
45,3,4,0,185,8,1582.53
60,1,3,0,140,26,3324.41
7,2,2,0,135,26,3712.42
95,2,1,0,190,6,1147.4
50,0,0,3,185,4,6061.83
99,3,2,1,170,28,1503.09
57,0,3,0,180,0,1475.41
1,5,4,0,185,4,2801.27
96,4,0,2,190,6,2582.47
74,0,3,3,185,4,4909.22
74,3,2,2,90,2,2848.67
58,5,2,1,190,28,4561.71
0,1,4,2,190,18,3870.92
23,3,3,2,195,2,5477.23
92,1,4,2,180,0,1122.03
35,4,2,1,180,24,4477.49
15,5,3,1,185,4,4335.65
40,1,3,3,195,0,1095.1
23,1,1,0,185,2,2863.4
81,1,4,2,170,14,5021.88
1,0,0,2,185,4,4654.36
5,0,4,3,185,4,3340.3
91,4,4,1,75,26,1651.8
63,0,1,1,195,0,1649.98
14,0,1,1,195,24,5273.31
47,1,3,1,125,26,2732.38
31,3,2,1,185,4,1644.77
33,3,4,1,185,4,3771.82
71,2,1,2,195,4,4583.85
24,2,3,3,185,4,2816.43
94,2,1,1,195,24,4370.12
18,0,3,0,190,0,1530.94
40,0,3,3,130,26,3829.9
51,3,3,1,185,0,4421.56
16,0,4,3,190,6,2294.33
65,0,0,0,170,28,2902.33
7,0,3,1,185,4,4268.61
36,2,4,1,190,0,4286.79
30,1,3,3,190,6,2039.19
5,0,2,2,185,4,3978.83
3,1,1,2,195,12,4592.74
4,4,0,3,190,4,2159.72
20,1,4,3,185,4,1464.38
85,1,2,2,65,20,1151.89
36,0,2,1,190,0,4468.58
34,3,2,3,190,0,2182.0
64,1,2,0,90,0,2323.95
81,0,2,3,175,28,2105.83
16,3,1,1,185,4,2974.29
71,0,3,1,175,0,4569.12
86,2,2,1,170,28,4182.81
65,0,1,2,170,4,4942.01
91,0,1,0,195,26,4887.3
5,0,1,3,190,6,2208.58
78,0,4,2,80,26,1883.27
67,5,3,3,125,20,2991.64
6,4,2,3,185,20,4090.79
75,3,3,0,190,6,2313.12
8,0,1,1,190,2,2610.54
38,4,3,1,140,22,2888.06
49,4,1,2,115,20,2435.57
83,1,3,0,135,18,3497.79
72,0,0,3,85,20,1849.65
29,1,1,0,185,4,4796.86
74,0,2,3,185,4,4165.28
44,3,0,1,180,0,4514.26
14,3,4,2,185,0,4980.89
0,1,4,3,150,18,1719.11
72,0,3,2,70,0,1901.57
56,0,4,1,185,4,830.03
3,3,4,1,190,2,4296.77
55,3,4,0,180,0,2041.92
42,0,2,0,185,4,4550.58
29,1,2,3,190,6,2648.65
14,2,4,3,195,28,4804.88
58,5,0,2,160,2,4757.44
65,5,0,1,185,4,4876.38
93,0,0,3,195,0,3984.6
82,3,0,3,135,20,3871.89
51,2,3,0,190,0,2034.56
54,2,4,0,180,0,5509.79
87,2,3,1,55,26,1755.44
60,4,4,0,190,6,2280.91
73,1,3,0,50,20,1137.86
73,5,1,0,175,24,4377.52
53,3,0,1,195,0,3846.15
26,3,2,3,195,12,5190.0
79,4,2,2,85,26,1885.3
42,2,2,1,180,0,2221.4
87,4,4,1,70,20,1398.78
90,0,4,3,170,28,2344.8
34,3,3,1,185,4,3165.32
45,1,2,3,185,4,3317.26
39,2,1,0,190,0,3200.75
35,0,4,3,85,20,2281.96
37,0,3,0,180,0,2967.58
1,1,1,3,185,4,3612.64
13,5,0,1,190,2,6774.51
78,1,3,2,70,20,1577.64
22,0,3,2,185,4,6088.32
30,3,0,2,185,4,2305.75
13,5,2,2,185,4,2906.2
56,1,0,2,185,6,2078.05
83,2,1,0,195,0,5196.81
94,5,2,2,190,6,3295.98
75,2,3,3,195,28,2118.62
13,4,4,3,190,2,1771.39
77,3,0,3,185,4,5240.11
29,2,2,0,140,12,3499.18
11,1,3,2,175,18,5061.17
19,2,3,3,185,4,5929.41
75,0,0,3,185,4,4190.26
27,5,1,3,185,4,5904.73
59,0,4,0,160,0,4389.24
42,5,3,0,95,4,2019.9
98,0,2,1,180,0,5807.73
53,0,0,2,190,0,4168.77
68,5,0,3,190,6,5479.02
50,3,0,1,190,4,5412.98
36,0,3,2,180,0,1452.07
79,4,2,2,180,0,5430.38
11,1,3,2,195,28,5313.05
78,5,4,1,190,6,1797.39
25,4,2,1,185,4,2589.94
1,5,1,3,190,6,2415.01
18,2,2,3,190,0,3050.36
0,0,1,2,195,4,5486.83
65,2,2,2,185,8,2003.78
26,2,4,2,185,8,3577.59
35,4,1,2,190,0,2307.54
98,5,4,3,185,28,4815.49
96,0,4,0,150,26,1254.04
63,5,1,1,195,4,1600.19
86,3,3,2,195,12,4090.85
38,4,0,0,190,4,4134.62
96,3,0,1,185,20,4088.41
12,1,3,2,190,0,1672.37
73,2,1,2,70,20,1691.17
50,3,4,1,185,4,4625.67
60,1,0,2,110,20,2097.07
65,1,0,1,185,2,5157.0
0,2,0,3,185,4,3167.68
65,1,3,0,185,8,3325.36
11,0,3,1,185,4,3505.29
0,3,1,0,190,4,4421.04
6,0,0,3,185,4,4429.13
34,1,2,2,185,4,3220.86
28,4,3,1,185,0,5805.06
7,3,4,3,195,2,3423.7
82,5,2,3,170,28,1480.11
52,1,1,2,190,4,5396.16
92,2,2,0,85,0,2274.11
32,1,3,1,65,4,2204.66
63,1,0,1,180,0,5093.53
16,3,4,0,185,0,4778.42
81,3,4,2,175,16,4990.45
56,5,4,1,190,0,3437.85
67,4,3,1,175,16,4799.17
18,4,0,0,195,4,4345.03
51,0,0,1,195,4,2290.05
31,3,1,3,195,28,4307.89
10,5,2,3,190,4,3388.21
9,2,3,3,185,4,4535.37
83,0,4,0,85,26,1612.18
78,4,4,0,150,28,3589.51
39,1,3,2,185,4,4869.78
82,3,0,1,130,20,3168.45
49,5,4,1,65,4,1908.64
25,4,3,1,185,4,3280.19
52,5,4,1,190,0,2050.72
39,5,1,1,195,28,5213.15
83,2,3,1,65,4,1489.79
10,2,1,3,195,28,4498.59
64,3,2,3,150,20,2920.34
12,5,2,3,195,0,2808.62
19,1,0,0,180,0,3401.02
18,2,0,0,180,0,2279.08
73,0,1,0,195,0,1623.94
42,2,3,1,70,0,2015.22
51,1,4,0,80,22,1993.9
90,5,2,2,190,6,3089.3
58,3,4,0,195,12,4298.44
17,4,4,3,190,6,3885.44
88,5,2,1,120,20,2723.97
11,3,1,2,185,4,3333.36
43,1,4,1,185,4,3240.28
13,3,2,0,195,0,2549.79
51,4,2,0,170,0,5544.84
39,0,2,2,190,0,2426.79
29,1,4,1,185,4,3541.92
89,3,2,2,155,28,2969.55
73,0,1,3,190,6,1380.22
74,2,0,2,185,28,6376.32
35,0,0,1,180,0,1731.25
80,4,4,2,70,18,1270.16
36,2,0,0,195,4,4833.8
9,1,2,3,185,4,1497.16
32,2,2,3,185,4,3773.5
0,0,4,1,190,4,1576.0
11,2,2,1,190,28,4458.88
4,0,3,3,170,28,1865.65
42,3,4,2,180,0,3001.12
82,3,4,0,90,26,1668.51
13,0,3,3,185,4,2285.58
36,4,0,0,175,4,1924.39
5,4,4,1,190,4,4242.78
72,1,0,1,180,0,2074.55
14,3,2,3,185,4,4226.36
7,3,2,1,190,0,2261.83
78,3,3,3,175,14,4623.88
7,2,2,3,75,18,1132.11
83,3,0,0,115,24,2634.58
83,3,3,2,190,0,1167.99
77,1,0,1,170,28,3366.95
16,4,2,2,190,2,3568.11
5,2,4,1,190,2,2550.06
15,5,4,0,190,0,4880.68
22,2,2,2,185,4,4841.24
79,1,3,2,185,20,4905.16
47,5,0,0,160,22,4302.1
88,5,2,3,155,28,5650.47
49,5,4,0,195,0,3992.16
40,0,0,1,185,8,4741.38
35,2,0,3,185,4,857.91
40,0,0,3,195,4,6765.97
30,0,3,1,180,0,1992.7
72,1,0,0,180,26,3989.76
93,0,0,2,80,26,1651.17
96,1,2,3,170,28,1134.91
13,2,0,1,195,0,1652.14
56,3,4,0,180,0,4640.06
71,0,1,1,140,20,2932.77
32,0,2,3,175,28,1540.41
57,4,3,3,65,20,1387.58
0,0,3,3,185,4,3265.04
92,5,4,0,190,28,4392.31
26,5,1,3,190,8,3892.29
18,0,4,2,185,4,3528.42
58,3,1,0,185,28,5342.42
66,3,4,1,150,26,4492.41
84,5,0,1,80,26,1959.09
46,0,3,3,190,0,2088.12
79,3,2,1,80,28,1789.01
36,3,0,1,185,4,2944.57
90,5,4,2,150,26,3692.82
33,1,4,2,65,26,2035.42
82,4,2,1,185,4,1969.78
24,0,3,3,180,0,1507.14
75,0,3,3,185,4,4527.11
97,3,1,2,195,6,1795.04
53,0,0,2,175,0,5273.08
8,5,2,1,190,28,4848.23
51,2,3,2,180,0,4123.06
95,4,4,0,55,6,1476.33
83,0,4,3,185,6,3701.07
26,0,3,0,190,0,2484.57
65,3,2,1,190,28,4896.47
74,1,3,3,185,28,1955.66
89,5,4,3,190,6,3962.99
59,3,3,0,135,28,2803.71
24,2,0,2,195,0,1532.47
34,1,4,2,180,0,1826.01
25,3,1,1,185,4,4276.9
28,5,3,0,185,4,2036.47
8,5,0,1,185,4,2721.53
77,4,3,0,160,16,4026.26
0,0,2,1,185,4,2446.29
78,4,3,0,180,0,1122.45
52,3,0,0,195,2,2690.83
17,1,3,3,185,4,3927.4
44,3,2,0,190,0,1509.59
11,3,0,1,195,4,4381.1
95,3,4,0,85,22,1796.33
86,5,0,1,85,26,1302.39
23,3,3,3,185,4,2581.74
2,0,2,0,190,4,1730.93
92,1,4,3,190,6,4489.38
92,0,3,2,70,0,2265.31
92,4,3,2,175,16,6615.95
30,4,4,1,195,26,4259.9
6,4,1,2,190,4,2273.35
66,3,3,0,175,0,4393.91
51,5,3,0,190,0,4441.91
71,1,1,1,180,0,4016.53
10,2,2,0,190,0,3841.83
45,0,2,1,195,18,4027.58
24,5,1,2,185,4,3749.79
48,3,0,0,185,4,2138.72
91,4,0,0,175,6,3829.57
81,0,0,0,195,14,4287.34
43,3,1,3,195,12,4362.86
41,4,0,3,190,2,5568.0
79,4,4,0,55,24,1210.88
95,2,2,3,185,0,3959.1
99,0,2,2,180,0,1152.18
70,1,2,3,190,0,1348.64
43,4,1,3,190,6,3305.16
45,3,4,2,185,4,4527.62
91,5,2,1,185,2,4272.41
71,0,1,2,180,0,1563.8
99,3,4,0,160,24,3839.85
77,0,2,1,180,0,3271.17
42,3,1,2,185,4,2897.77
49,5,2,0,190,0,1966.87
73,4,1,1,60,4,1310.02
21,3,0,2,185,4,3246.21
42,4,0,3,195,28,3814.02
30,3,3,3,185,4,2549.96
4,4,4,1,185,4,3888.34
61,2,0,0,190,0,3285.01
45,1,0,0,180,2,2080.63
67,3,0,1,185,4,3271.71
74,5,1,3,185,4,1474.67
20,2,3,2,185,4,3097.91
27,2,4,2,195,28,2993.87
41,2,4,2,135,26,4404.62
97,3,3,0,185,20,4363.58
55,3,0,2,180,0,2309.46
87,0,0,1,170,28,3390.87
91,3,0,2,65,20,1599.15
6,0,1,2,195,4,3387.11
56,4,3,0,185,4,4503.46
25,3,2,3,190,6,4389.56
22,2,4,3,190,6,5362.47
93,4,3,3,190,6,2113.21
20,0,2,3,185,4,4112.26
2,2,2,0,195,12,3497.43
30,1,4,3,185,4,4022.36
27,2,0,0,190,2,4994.21
80,2,4,0,195,24,4410.62
14,4,2,2,190,6,4208.67
97,5,0,1,150,26,2367.35
88,5,4,3,195,26,5998.43
1,4,1,0,190,4,6462.45
78,5,1,2,75,26,2089.63
33,1,2,2,145,20,3862.76
2,1,1,2,150,26,3705.31
79,1,2,2,195,26,3949.14
82,1,1,3,65,6,1455.55
25,2,1,0,195,0,5425.73
37,4,1,0,190,6,3359.57
94,0,2,2,140,20,2912.78
30,2,2,0,185,2,2989.64
67,1,2,1,195,2,3494.53
50,0,0,3,50,20,1794.98
21,3,4,0,180,28,4919.67
31,4,2,3,190,6,3395.17
45,4,1,1,195,0,2108.1
64,1,4,2,125,6,2288.68
77,2,0,3,190,6,3369.81
90,0,2,0,180,0,1070.28
13,4,1,1,190,2,3542.35
15,1,3,0,180,2,3210.14
50,1,0,0,190,0,5768.78
99,4,4,0,175,16,5131.99
9,1,0,0,140,20,3616.43
62,5,3,3,185,8,5775.36
68,5,3,3,175,16,4463.97
59,4,0,3,185,24,5190.77
53,5,4,3,185,4,5077.8
39,1,3,2,190,6,3001.9
35,1,4,3,175,28,1243.21
35,4,4,3,190,0,3182.34
8,1,2,3,190,2,2729.24
53,2,2,0,175,4,3098.5
38,0,0,2,130,26,2760.12
34,4,0,3,195,0,3528.64
58,0,2,2,185,4,4793.18
62,1,0,1,195,24,4416.4
57,5,1,3,185,4,2680.47
10,3,2,0,185,28,3348.92
92,4,3,1,180,0,2828.84
73,1,4,3,185,4,1555.09
47,5,2,2,185,4,2095.46
96,5,3,1,130,28,2827.94
79,3,4,0,150,2,4086.85
49,0,0,0,190,6,3060.84
50,1,0,2,190,0,1694.39
73,1,4,3,150,28,3199.95
8,0,2,2,185,4,4535.6
11,5,2,1,185,4,6987.65
42,4,3,2,190,0,2803.0
20,4,4,2,75,18,1409.93
94,5,2,3,130,28,2094.27
77,5,2,2,130,26,2586.36
34,4,0,2,190,6,2734.44
4,1,1,1,185,4,4177.73
31,3,4,3,185,0,5489.11
15,1,2,2,195,0,6358.28
10,5,0,1,175,28,2618.09
7,3,1,3,190,6,2015.14
59,0,3,0,185,4,1892.64
86,2,0,2,195,26,4708.61
8,0,1,3,195,0,6828.05
0,0,4,2,190,24,3833.69
5,3,2,0,170,28,1160.57
21,4,2,2,190,4,4442.59
53,4,3,0,190,6,2043.47
61,1,4,0,170,28,1949.36
98,2,1,2,150,2,4413.37
98,0,4,1,85,14,2020.13
89,0,0,1,180,0,1421.14
93,3,2,0,190,0,3767.15
18,0,1,3,195,28,4366.93
42,2,1,1,190,0,3022.3
60,2,3,0,170,12,2895.69
13,3,0,3,185,4,3075.86
0,1,2,2,190,4,1584.87
75,1,0,1,195,24,3832.19
40,3,0,2,185,12,4927.03
25,2,0,3,185,4,2033.95
99,4,3,1,195,26,5871.33
2,0,0,0,175,0,5176.16
24,5,4,0,190,0,6058.01
91,5,3,3,190,6,1939.94
13,0,0,0,105,0,2374.65
45,5,4,2,190,0,4226.76
36,1,0,1,80,20,1689.71
90,4,4,0,190,22,5338.8
80,1,4,3,180,0,1358.13
16,5,4,2,195,10,5301.62
12,3,2,3,185,2,4655.23
52,4,0,2,155,20,3577.61
86,5,1,3,185,4,5061.14
7,0,0,0,140,20,4059.7
67,3,1,0,135,26,2777.8
12,4,3,2,190,22,5184.82
18,2,2,2,185,4,4607.18
89,1,4,3,185,4,4225.96
68,5,0,0,135,22,2978.83
99,1,3,0,100,18,2656.28
69,0,2,0,115,0,3175.79
22,5,0,2,195,4,4723.25
10,2,0,0,185,4,5186.73
26,3,0,3,195,4,2019.12
37,4,2,0,190,0,2873.94
89,3,1,3,195,2,5257.19
57,0,0,3,195,2,7267.73
30,0,2,0,190,4,4004.85
76,2,0,0,180,0,5644.48
60,1,2,1,90,26,1946.29
12,3,0,1,180,0,5192.58
23,4,1,3,190,4,4980.87
94,5,0,1,150,20,4833.0
43,2,3,1,185,4,3837.62
1,5,4,3,195,2,4395.4
12,0,2,0,190,0,2327.44
70,2,1,2,185,24,4992.88
94,2,1,2,130,26,2903.72
81,5,0,1,100,20,2441.66
48,1,1,1,185,0,4624.64
84,5,1,2,175,28,4316.61
53,5,2,2,185,4,2196.6
54,5,0,2,185,4,3033.49
7,3,3,1,185,4,2928.72
61,0,2,0,80,26,2005.86
36,1,3,0,140,26,2642.65
83,4,1,3,55,6,1395.73
78,4,1,3,165,26,1827.52
14,0,3,1,185,0,4549.91
39,2,4,2,190,0,1916.08
66,5,3,2,150,26,3419.97
23,1,1,0,185,2,2324.95
62,0,1,2,170,0,3632.74
23,1,2,2,85,18,2176.83
37,4,0,2,195,0,3164.13
35,0,0,2,150,26,3817.52
52,5,1,0,175,22,4637.92
10,3,4,3,185,4,2904.47
64,2,4,2,180,0,837.87
78,3,4,0,170,28,1481.58
82,5,4,1,170,28,5010.43
35,4,4,1,190,0,3545.49
71,5,4,3,190,0,3966.12
79,2,1,1,155,26,3113.65
89,0,2,0,145,0,4775.0
74,5,3,0,180,0,1575.97
24,1,2,2,185,4,4872.92
32,5,0,3,195,28,5435.79
62,2,4,3,195,28,6166.84
37,2,3,2,195,6,5096.62
88,1,1,1,185,4,4220.09
72,1,3,1,165,28,3369.18
25,5,3,2,185,4,3762.25
86,0,3,0,150,26,2115.68
97,0,2,1,180,0,5026.14
39,1,0,3,195,0,1741.49
94,0,1,3,145,20,3221.58
93,3,1,1,190,6,5367.28
98,4,2,1,165,0,4331.86
36,5,1,3,190,0,2382.83
27,1,4,2,185,4,4959.25
31,3,4,2,195,28,4507.29
86,5,4,3,135,26,3310.41
54,4,4,3,195,12,5071.32
1,4,4,0,195,12,4627.36
97,4,1,3,195,26,5956.92
5,3,3,0,190,4,4235.0
65,1,1,3,185,2,1940.22
88,3,1,2,195,28,3366.12
76,4,0,0,85,18,1843.56
11,4,1,0,185,4,5660.29
31,2,0,2,175,28,4333.34
46,3,2,2,185,4,4755.06
0,0,1,0,190,6,4202.47
75,3,0,2,195,2,4872.33
48,3,2,2,190,6,2501.4
57,4,4,1,90,28,2119.34
51,1,1,2,195,20,3316.53
13,0,4,3,145,14,4447.93
47,4,3,1,185,4,2691.35
57,5,3,2,185,4,3480.48
54,0,2,2,165,0,3177.48
61,5,3,0,175,10,3587.3
82,2,2,1,195,24,4017.67
51,4,1,2,120,4,3606.97
28,5,2,0,195,0,4727.31
19,4,2,0,190,0,3195.64
84,1,0,1,175,0,5008.31
18,4,2,0,190,6,1678.07
89,3,4,3,150,2,4248.01
16,5,0,0,195,2,5345.36
39,4,2,3,170,28,1570.86
1,1,4,1,195,12,4969.46
51,4,3,3,195,28,2753.78
19,1,0,3,185,4,2997.58
80,3,1,1,170,28,4549.85
55,1,0,2,140,20,4279.16
4,2,0,3,185,4,4438.85
77,2,2,2,120,20,2064.79
41,5,1,3,125,22,2938.15
41,0,2,1,185,4,3663.83
30,3,4,2,195,24,5395.28
65,0,0,0,180,0,1914.12
56,0,1,3,150,20,3691.7
10,0,2,0,190,0,4923.5
93,4,1,2,195,28,2282.98
72,3,1,0,180,0,4614.02
9,4,1,0,190,6,2268.01
68,3,2,3,190,0,4831.99
88,3,3,0,140,22,3235.99
52,0,1,3,195,4,4701.39
96,0,1,1,65,6,1948.44
10,0,3,1,185,4,3035.23
37,5,2,3,190,0,2471.94
16,5,3,2,190,2,5693.07
45,2,3,1,185,4,1936.43
5,5,2,1,185,4,4859.86
93,1,0,2,50,20,761.56
87,0,1,3,160,2,4406.89
23,1,0,2,185,4,3796.09
32,4,4,2,190,0,4293.43
76,1,1,0,155,28,3094.74
46,2,3,2,150,26,2824.03
54,5,1,3,195,28,6080.57
16,0,0,1,185,0,4795.35
23,0,2,0,185,4,4284.28
46,1,4,2,195,0,2928.43
85,2,2,1,130,6,2856.14
70,1,2,0,175,0,6700.38
22,5,0,2,185,4,3787.22
25,2,1,0,185,22,4312.91
22,4,2,2,195,4,3347.57
77,1,4,1,180,0,793.07
75,5,4,1,185,4,3818.52
83,3,0,1,190,22,3892.29
89,5,0,3,195,28,5303.78
17,0,0,3,185,4,6330.13
81,3,0,3,50,16,1506.26
82,4,0,1,180,0,3023.79
19,4,3,0,175,14,4974.2
38,4,3,1,170,12,3312.18
54,2,1,2,185,4,2813.77
18,0,3,1,80,26,2106.93
0,4,4,0,175,4,2168.12
29,3,3,1,185,2,2746.54
42,5,2,0,185,4,1308.06
25,2,2,2,190,0,3661.29
68,4,2,0,185,8,2431.51
72,3,2,0,190,6,1568.38
20,5,0,0,190,22,4482.25
9,5,3,0,190,28,6014.63
21,1,4,1,190,4,2191.97
83,5,0,1,125,20,2867.87
68,1,3,0,105,0,2724.75
74,5,2,0,80,20,2645.38
26,0,4,3,190,28,5832.88
48,3,2,0,185,4,5488.63
33,0,1,1,190,6,4124.82
96,5,3,1,185,4,1563.27
82,2,1,2,195,0,3026.52
87,0,2,2,95,20,2158.13
58,4,4,1,55,18,1609.94
60,0,0,3,85,20,2014.34
96,2,4,1,190,6,2459.9
6,1,0,3,185,4,6680.4
7,2,3,3,185,18,5859.62
75,2,1,0,180,4,4226.27
73,1,2,0,155,4,4086.92
62,3,3,0,120,20,2596.74
97,2,2,3,140,0,2765.64
58,2,2,1,155,4,2903.76
18,5,3,3,185,4,4578.88
12,4,3,0,175,28,3315.73
61,2,0,0,180,0,1161.46
6,4,2,2,190,2,2693.52
34,2,4,3,185,4,4149.37
72,2,1,0,195,0,2610.54
55,4,1,0,70,24,2047.41
37,1,0,2,195,24,4400.77
18,3,4,2,175,4,3995.76
9,3,3,1,185,4,3781.48
40,3,0,1,195,4,2299.49
67,4,4,3,150,26,4238.29
83,2,0,3,85,20,1730.92
99,3,2,2,195,24,4404.33
96,1,2,3,170,28,1205.66
97,1,2,0,170,28,620.25
66,3,2,2,155,24,3879.02
10,1,3,1,190,0,2453.48
86,4,3,0,175,16,5237.44
10,4,3,1,190,4,3141.79
93,5,1,0,150,26,3688.32
67,4,1,3,135,14,3456.04
82,4,0,0,170,24,5025.05
65,0,4,1,180,0,2644.13
78,2,0,3,190,6,1588.5
53,2,2,0,170,28,716.97
60,1,2,2,150,2,3273.11
92,5,3,0,185,16,1225.85
44,4,3,2,180,0,1890.02
86,3,2,3,130,28,2302.05
17,2,2,1,185,4,3509.8
21,0,3,1,185,4,3444.65
11,2,4,0,190,4,2937.85
94,5,2,2,195,0,5040.72
84,5,2,1,90,28,2219.46
86,4,4,0,185,28,2696.99
4,0,1,1,190,6,2698.96
78,5,4,2,170,28,3317.49
49,1,1,3,135,20,2810.78
69,3,1,2,195,4,2498.52
95,3,1,1,190,6,1685.43
97,5,1,1,165,26,2237.57
17,1,2,2,195,2,4653.21
6,2,2,3,175,16,4148.64
33,5,0,3,170,28,1470.71
80,0,4,0,180,16,5283.88
18,0,1,3,195,22,4242.74
85,2,3,2,50,24,746.62
87,0,1,1,195,24,4626.66
55,2,4,0,150,26,3637.75
96,5,4,3,85,0,1927.82
39,0,0,3,185,4,5421.6
33,4,2,2,120,24,2939.69
62,3,1,2,150,26,3707.64
25,4,1,3,190,4,6031.83
69,0,3,0,130,26,3567.71
86,0,0,2,180,0,1354.16
49,3,4,3,185,4,4640.35
28,2,3,1,185,4,4277.4
11,5,2,2,150,20,2780.22
60,4,0,3,180,2,4967.11
40,2,4,2,190,0,5382.8
79,2,0,1,195,8,2793.13
86,2,1,2,195,6,4080.96
6,3,1,1,185,4,3421.71
60,1,4,2,185,4,4893.87
35,2,0,0,195,0,1364.74
71,4,1,1,180,0,4374.53
91,3,2,3,55,0,1317.23
15,0,3,2,185,28,5802.34
59,1,2,2,180,0,5314.33
36,0,4,3,185,0,5480.44
57,5,4,3,185,6,2241.64
31,0,0,3,190,6,3056.39
36,1,1,3,185,4,3802.04
40,5,0,3,190,4,5090.42
77,3,0,2,195,28,3841.03
12,0,3,1,190,0,4761.44
41,2,4,1,175,14,4465.75
68,3,4,3,185,4,1937.14
59,1,0,3,85,18,2100.25
34,5,3,2,185,4,5166.48
12,5,2,3,185,4,2694.19
46,5,0,1,190,4,1523.89
34,1,1,1,195,0,2774.38
23,2,2,3,185,4,3672.8
67,5,1,0,185,28,5993.39
78,4,1,0,195,28,4897.58
84,5,1,2,85,24,2081.93
16,0,1,2,185,4,3212.99
21,1,3,2,185,4,4285.63
27,2,3,3,130,0,3554.05
95,0,3,3,55,20,1012.63
39,2,0,2,170,0,5849.64
22,0,3,1,185,4,3416.42
20,3,3,0,180,0,2798.21
22,0,0,1,195,4,2313.33
41,3,3,2,185,28,3178.73
84,0,0,2,180,0,3389.0
77,3,2,2,180,0,2096.86
96,4,4,3,170,28,1563.71
71,5,0,0,190,4,1321.16
70,5,2,3,155,20,2246.09
20,1,4,2,195,28,4790.22
21,5,2,2,185,4,4522.4
98,5,4,1,195,10,4667.48
18,4,4,2,190,4,4552.24
34,3,0,0,195,0,2231.35
37,4,1,2,185,8,4580.22
22,1,4,3,190,6,4310.96
0,2,1,3,185,4,4063.37
45,3,2,2,185,4,1638.86
76,3,3,0,180,0,1267.25
12,2,0,3,185,4,4620.45
33,1,4,3,185,4,3495.65
93,4,3,0,190,28,1667.3
49,0,0,2,180,0,3760.08
67,3,1,0,160,4,3426.35
28,0,2,2,195,22,3909.01
77,5,1,0,195,28,4730.93
12,3,0,1,185,4,975.97
20,1,3,0,190,0,3546.0
42,2,3,3,185,4,2706.84
3,3,3,0,190,4,3277.68
41,2,2,0,160,0,3861.81
22,3,3,0,185,28,4714.45
35,5,4,2,190,0,3388.19
81,5,4,3,175,28,4355.14
63,1,4,2,190,0,4960.92
31,4,2,0,190,0,3060.29
17,1,1,3,195,0,2784.95
94,5,4,2,185,28,5113.7
52,1,3,2,190,0,3611.64
49,5,1,3,185,4,5217.45
38,0,2,1,195,4,4688.34
65,3,3,2,135,28,2627.77
13,5,3,2,190,4,4059.5
89,3,1,0,160,22,3404.1
90,1,0,1,185,2,4197.33
17,5,1,2,190,2,4728.53
93,5,0,1,145,22,3851.46
40,2,2,0,175,4,3937.73
21,2,2,1,185,4,5293.23
89,2,4,1,185,4,1315.24
31,1,2,2,195,0,2708.41
12,5,3,1,185,4,2811.0
24,0,3,3,190,2,6257.22
17,0,0,3,190,0,4961.7
55,2,4,2,190,0,5635.18
5,0,0,3,150,20,2863.85
53,1,4,1,70,0,1507.78
8,3,3,2,185,28,2968.42
25,4,3,3,185,4,4931.64
31,4,1,3,185,4,4933.92
24,2,3,2,190,0,2506.49
91,2,3,0,55,0,1828.94
4,5,0,1,185,20,4147.47
65,5,0,1,40,16,1020.43
56,3,0,1,190,0,2422.34
77,3,3,1,185,4,3453.23
98,3,4,3,185,10,7320.17
73,0,0,1,110,20,2395.03
21,2,1,1,190,0,4589.57
33,1,1,2,195,24,4501.67
39,1,0,3,190,0,4757.6
61,4,3,1,195,26,4322.47
47,0,0,0,185,6,2145.08
27,4,4,3,190,4,3711.33
59,4,0,2,190,6,3431.67
79,2,4,2,190,0,3714.17
57,4,2,2,190,28,4894.09
80,0,3,3,185,18,4893.76
2,4,0,2,195,4,3735.8
36,1,1,3,185,4,2106.14
34,1,4,1,175,0,5282.59
48,4,3,3,185,8,4274.84
62,3,0,2,195,28,5172.65
21,2,0,3,195,4,2385.76
48,3,3,1,190,6,2682.54
65,5,4,1,70,20,2416.42
20,0,4,1,185,4,4006.3
33,5,2,0,185,14,5370.1
30,4,4,0,185,4,4244.06
