Customer_ID,Age,Gender,Marital_Status,Region,Loyalty_Score,Frequency,Recency,Discount_Response_Rate,Average_Basket_Value,Annual_Expenditure,Customer_Type,Channel_Preference,Tenure_Years,Returns_Rate,Satisfaction_Score,Category_Pref,Cluster,TSNE-1,TSNE-2
567,27,0,1,2,1.0,9,262,0.02,184.82,19960.56,2,2,5.3,0.0,3,2,0,-58.827003,24.31718
568,18,1,1,0,4.133431652744291,10,326,0.33,379.16,45499.2,1,0,6.2,0.11,3,0,0,32.361008,4.4881916
569,35,1,1,3,6.861746578131383,9,168,0.06,624.17,67410.36,3,1,0.5,0.02,4,2,0,38.73461,24.174221
570,40,1,1,2,5.511119397973607,12,255,0.37,401.49,57814.56,3,0,7.7,0.07,2,4,0,41.801903,20.906036
571,60,0,1,1,6.714583008246031,15,35,0.11,91.24,16423.2,3,0,1.0,0.01,3,4,0,-10.620223,41.292027
572,43,0,1,3,1.0,11,25,0.24,114.33,15091.56,3,2,9.4,0.12,1,2,0,-54.447697,15.524339
573,37,0,2,1,5.630993616646983,8,214,0.28,97.73,9382.08,3,2,5.5,0.17,3,4,0,-63.65584,21.955387
574,49,1,0,3,6.307729009284756,5,81,0.08,377.26,22635.6,2,0,9.8,0.16,3,2,0,39.387142,6.2884126
575,18,0,1,0,2.2984051547786306,7,323,0.22,364.78,30641.52,3,1,1.9,0.2,3,4,0,-59.178898,27.746283
576,42,1,2,3,6.72411518109309,6,68,0.11,234.31,16870.32,2,2,7.8,0.29,5,4,0,-4.0257936,-38.264027
577,49,1,0,1,4.776962206988414,8,355,0.31,599.67,57568.32,3,0,5.9,0.04,3,2,0,37.671032,20.832981
578,22,1,0,1,10.0,8,311,0.34,168.03,16130.88,3,0,8.4,0.0,3,2,0,32.059406,-32.370388
579,53,1,3,2,1.0,9,220,0.39,216.75,23409.0,1,0,0.6,0.25,4,1,0,36.029305,-57.766674
580,44,1,0,2,7.738228735349502,8,171,0.48,229.04,21987.84,3,0,3.7,0.47,4,3,0,-31.711498,-24.315536
581,35,0,3,2,4.211683806947852,8,2,0.75,102.36,9826.56,3,0,6.6,0.01,3,0,0,-4.1458373,28.580526
582,47,0,2,3,1.7656965711199128,5,45,0.16,111.72,6703.2,2,0,2.9,0.01,4,2,0,-26.96207,34.220875
583,67,1,1,3,3.946089712870016,7,176,0.28,182.24,15308.16,0,0,9.1,0.1,4,4,0,41.04322,-43.54865
584,42,0,1,0,5.554958482674932,8,62,0.37,83.02,7969.92,3,2,7.7,0.1,2,3,0,-58.85247,13.366981
585,42,1,2,1,7.074933339130086,10,47,0.34,140.56,16867.2,1,0,3.8,0.05,2,0,0,24.580973,-49.813816
586,34,1,2,0,8.443928576264351,11,4,0.45,372.88,49220.16,1,2,1.6,0.24,1,3,0,26.65295,18.656954
587,29,0,3,0,7.843786177408685,3,188,0.31,173.74,6254.64,3,2,6.7,0.16,3,4,0,-64.22948,21.862738
588,49,0,2,2,3.069235958591011,7,239,0.22,386.96,32504.64,0,2,7.2,0.05,3,4,0,-8.734293,59.65153
589,29,1,0,3,7.260329384532234,16,49,0.3,293.96,56440.32,2,1,2.8,0.05,4,0,0,44.828377,6.7024965
590,40,1,2,1,5.782569914241748,7,76,0.26,257.61,21639.24,0,2,1.0,0.21,3,4,0,-2.720813,-45.638386
591,34,0,2,2,3.690793958142024,8,34,0.31,474.57,45558.72,3,0,1.4,0.15,3,4,0,3.639,32.72012
592,45,0,1,1,4.576178813045038,16,300,0.01,179.08,34383.36,2,0,8.8,0.13,4,3,0,8.557554,32.317577
593,44,0,2,3,3.5803146811105524,8,233,0.4,182.26,17496.96,3,0,3.8,0.29,1,3,0,7.520785,19.185814
594,52,1,1,0,5.074184683872912,9,350,0.32,164.02,17714.16,3,0,8.0,0.06,2,4,0,41.607723,-23.267706
595,33,1,1,2,3.54068423541176,8,341,0.16,174.23,16726.08,0,2,4.1,0.02,3,4,0,-14.062646,-46.694366
596,36,1,2,1,2.944011853565122,10,56,0.14,73.34,8800.8,0,1,7.7,0.06,2,0,0,24.912964,-52.173023
597,28,1,2,1,5.958238255565544,9,298,0.66,160.71,17356.68,3,0,8.4,0.03,2,4,0,21.767593,-62.787647
598,34,0,2,1,6.2574610965192745,12,306,0.36,586.39,84440.16,3,0,3.4,0.0,1,1,0,35.044586,30.872215
599,44,1,2,2,4.624805999816776,7,197,0.59,157.19,13203.96,3,0,10.0,0.11,5,3,0,39.550816,-39.292244
600,49,1,1,1,7.735302607871945,10,289,0.16,281.49,33778.8,0,0,1.8,0.09,3,3,0,52.249435,-41.78856
601,28,0,1,2,4.479138827009773,9,226,0.18,168.98,18249.84,0,2,5.7,0.0,3,1,0,-50.12948,30.009266
602,50,0,2,3,4.394450909748923,7,224,0.06,124.2,10432.8,2,0,6.7,0.17,4,1,0,-6.6571217,22.402445
603,56,1,1,0,6.320977964691394,7,347,0.56,260.6,21890.4,3,0,1.6,0.08,5,0,0,23.650684,-41.269833
604,44,0,2,0,4.735148830113326,8,67,0.09,96.47,9261.12,3,0,0.4,0.02,3,0,0,-32.876785,12.866355
605,62,0,2,1,5.169595458052287,2,360,0.02,447.33,10735.92,0,2,1.3,0.03,3,3,0,-66.6676,16.2441
606,30,0,2,2,1.0,9,42,0.31,253.98,27429.84,3,0,1.5,0.06,4,2,0,1.9542868,32.963314
607,25,1,0,2,5.03341476947595,6,243,0.15,158.82,11435.04,1,0,6.4,0.08,3,2,0,30.557703,-31.902592
608,18,0,0,1,1.3456081250574798,6,44,0.16,240.44,17311.68,0,2,9.7,0.43,3,2,0,-42.262016,-22.846773
609,57,0,1,1,2.558098858002259,11,100,0.49,147.07,19413.24,0,0,5.0,0.13,2,3,0,4.2841234,4.5435987
610,47,1,2,3,2.32935492248899,5,36,0.42,178.55,10713.0,3,2,8.0,0.08,3,2,0,-14.568604,-51.698486
611,39,1,2,3,2.914833692932348,8,123,0.01,333.41,32007.36,1,2,1.1,0.05,3,1,0,15.457269,-5.052433
612,43,0,1,1,3.902292280735494,6,184,0.23,271.25,19530.0,3,0,3.6,0.11,2,3,0,-17.173107,25.773891
613,26,1,1,2,4.027014768909029,12,3,0.57,395.14,56900.16,2,0,1.7,0.04,3,3,0,43.935074,2.236236
614,69,0,3,3,6.328550408514251,7,56,0.48,291.0,24444.0,2,0,6.9,0.16,2,4,0,4.8619833,31.625391
615,41,1,2,1,5.444775628269394,5,295,0.38,242.81,14568.6,3,0,9.6,0.01,4,4,0,38.235504,-37.137928
616,41,1,2,0,1.1978511423640286,8,168,0.23,101.23,9718.08,3,1,3.3,0.13,4,0,0,-2.3751862,-30.810696
617,48,1,1,3,5.166589275093616,8,295,0.12,138.52,13297.92,3,2,3.1,0.07,5,2,0,-1.1075743,-27.902075
618,45,0,1,3,5.636510493166854,6,108,0.32,170.61,12283.92,3,0,4.4,0.2,1,2,0,7.1838193,19.411236
619,42,1,1,2,4.342866967494084,12,67,0.55,52.03,7492.32,3,1,1.1,0.07,3,1,0,7.0045276,-53.49442
620,30,0,1,1,4.878228046186595,5,356,0.44,170.22,10213.2,2,2,7.6,0.03,3,2,0,-61.45237,19.076956
621,45,0,3,1,5.380620250794113,8,229,0.38,207.49,19919.04,0,2,9.2,0.03,4,2,0,-57.276527,32.756218
622,62,0,1,3,6.52919919527116,9,94,0.34,266.12,28740.96,1,0,1.0,0.04,3,4,0,-14.872346,21.67694
623,56,0,0,3,1.8502400250745308,7,321,0.47,90.52,7603.68,3,0,3.7,0.09,2,4,0,-57.15363,7.6154766
624,59,0,3,0,4.511365922720702,10,3,0.49,131.38,15765.6,3,2,8.7,0.06,3,1,0,-61.57963,14.38596
625,33,1,1,3,8.016672196115458,7,230,0.3,175.76,14763.84,2,2,1.6,0.04,3,1,0,-17.96522,-40.70418
626,28,0,2,0,7.833322616595913,12,131,0.14,521.39,75080.16,1,2,6.9,0.11,1,2,0,33.09294,31.05561
627,38,0,2,0,6.70187385555156,5,37,0.18,382.36,22941.6,3,0,2.0,0.02,5,4,0,-29.93502,12.734497
628,40,1,1,3,6.073649367911352,10,354,0.24,150.65,18078.0,0,1,7.3,0.08,3,0,0,-4.3536277,-9.126688
629,53,1,1,0,8.309269496804177,4,339,0.26,295.06,14162.88,2,2,6.6,0.14,4,0,0,-2.2580614,-22.023125
630,19,0,0,0,8.835696003213332,10,219,0.24,116.69,14002.8,1,2,9.5,0.04,4,4,0,-53.003704,39.63664
631,58,1,2,1,4.741840023906295,6,152,0.36,97.02,6985.44,0,1,5.6,0.01,3,0,0,33.35001,-53.455345
632,38,0,2,0,3.06113511342336,10,198,0.16,142.26,17071.2,3,1,4.6,0.0,3,3,0,-13.448192,34.75307
633,34,1,1,2,4.45941536475101,6,65,0.22,196.38,14139.36,0,2,5.2,0.19,2,4,0,-3.422007,-44.515835
634,27,1,2,2,10.0,7,121,0.17,206.34,17332.56,3,0,6.0,0.0,3,4,0,39.215183,-31.962645
635,20,0,2,3,1.861287314549612,7,339,0.1,430.97,36201.48,3,2,9.6,0.02,1,4,0,-60.701138,23.276634
636,49,1,2,0,4.058921720941165,8,122,0.35,97.6,9369.6,1,2,0.7,0.02,1,0,0,-3.8557408,-50.672146
637,40,1,1,3,2.1746176950147373,8,330,0.38,371.74,35687.04,1,0,5.9,0.01,4,0,0,54.311768,17.981731
638,24,0,2,1,5.249527725754771,7,160,0.42,480.48,40360.32,2,0,5.1,0.01,2,0,0,17.957409,33.306877
639,24,1,0,0,2.594617942210265,11,190,0.39,428.16,56517.12,2,2,9.7,0.05,3,2,0,30.862286,3.6001592
640,35,0,1,1,4.782497954332764,7,101,0.18,462.63,38860.92,1,0,7.9,0.17,4,2,0,16.420805,35.048325
641,60,0,0,3,1.099809679962482,10,292,0.37,156.97,18836.4,1,0,8.7,0.05,3,2,0,-6.460702,52.387165
642,36,0,1,1,6.235241330169301,9,66,0.34,322.58,34838.64,0,1,0.9,0.18,3,1,0,-6.828923,-0.43635172
643,21,1,2,0,7.444690512935949,15,270,0.37,407.37,73326.6,3,1,8.6,0.07,3,1,0,42.93963,20.07806
644,37,1,2,3,4.232112755873082,12,46,0.15,231.54,33341.76,3,0,7.6,0.16,5,4,0,43.689713,-6.404525
645,36,0,2,2,4.729739985848596,5,205,0.3,184.46,11067.6,3,0,5.1,0.14,3,1,0,-7.8007894,23.473436
646,18,0,1,3,4.673185538537376,7,306,0.17,100.69,8457.96,1,2,3.3,0.01,4,4,0,-54.341194,36.01108
647,39,0,2,3,5.36182135045005,7,317,0.34,615.23,51679.32,0,0,3.6,0.01,3,1,0,28.823467,37.311054
648,37,0,2,2,4.923660826067144,7,27,0.41,116.41,9778.44,1,0,6.5,0.02,4,3,0,-13.893033,32.255417
649,48,1,1,1,6.536233904861388,7,310,0.45,398.86,33504.24,1,0,1.1,0.3,1,1,0,8.830204,-0.72791624
650,62,1,2,2,7.466078266901891,6,29,0.68,138.58,9977.76,0,2,2.5,0.08,5,4,0,-0.028471738,-48.909004
651,53,1,2,2,3.3718575550156342,8,269,0.39,339.12,32555.52,3,0,6.7,0.08,4,4,0,48.104515,-30.555273
652,36,1,1,3,4.381343014451407,7,25,0.31,132.83,11157.72,3,0,3.0,0.04,2,4,0,29.981174,-21.86636
653,26,1,0,3,6.803238897849489,10,344,0.3,211.6,25392.0,0,0,7.9,0.04,2,1,0,29.154722,-32.712505
654,70,0,2,1,2.1566619038819352,10,100,0.62,266.44,31972.8,3,2,7.4,0.2,3,4,0,-62.805576,4.276981
655,40,1,2,2,1.05855743630886,6,282,0.17,265.28,19100.16,3,0,5.1,0.06,3,1,0,40.41845,-15.207362
656,40,1,3,0,5.452631905796957,7,48,0.14,95.39,8012.76,3,0,7.9,0.16,3,4,0,35.0398,-32.89751
657,39,1,2,1,5.9926928221409845,12,164,0.65,128.8,18547.2,2,2,1.7,0.01,2,0,0,5.3155775,-54.997303
658,42,0,3,2,3.555399624092815,6,208,0.53,153.94,11083.68,3,0,8.2,0.0,4,1,0,-4.4144187,28.124952
659,38,0,2,2,3.84269789175909,8,74,0.08,272.11,26122.56,1,0,2.1,0.06,3,3,0,-12.516073,20.365427
660,33,0,0,0,3.4796153565182024,8,57,0.24,347.72,33381.12,3,2,6.9,0.09,3,4,0,-16.574057,59.86191
661,33,0,2,0,3.266149521311131,4,91,0.48,132.77,6372.96,3,2,7.0,0.15,3,2,0,-59.306953,15.449264
662,39,1,0,0,6.3869916412092,10,194,0.39,171.87,20624.4,1,1,6.1,0.03,4,1,0,27.142078,-34.224648
663,33,0,2,1,2.6390030260047226,11,200,0.18,67.78,8946.96,3,0,5.5,0.09,2,2,0,-13.329264,34.28074
664,31,1,1,3,4.468954277133302,4,9,0.16,161.78,7765.44,0,0,8.8,0.16,2,2,0,19.717665,-50.560574
665,41,1,2,0,3.1893276649702957,5,333,0.26,335.1,20106.0,3,0,6.7,0.18,2,0,0,26.161781,-43.590508
666,36,0,2,3,2.089422048197569,1,244,0.48,244.42,2933.04,3,2,3.6,0.03,3,2,0,-54.375954,18.29078
667,58,0,1,2,6.740356349493542,9,72,0.08,122.24,13201.92,0,1,7.9,0.24,3,0,0,-6.6611814,14.995029
668,18,1,1,3,3.960349555652922,10,283,0.18,229.43,27531.6,3,0,2.2,0.01,1,4,0,49.31937,-16.391973
669,53,1,0,3,5.376880160841513,13,46,0.41,115.41,18003.96,3,2,3.5,0.07,5,2,0,10.121715,-19.02243
670,54,0,1,2,1.98384824039798,8,319,0.29,135.67,13024.32,3,2,7.8,0.13,2,0,0,-56.25032,10.9647455
671,18,1,0,2,3.5161210924870483,6,213,0.29,421.03,30314.16,1,0,9.7,0.13,3,2,0,55.844864,6.429808
672,35,1,1,3,6.512175761390012,11,297,0.24,201.48,26595.36,0,0,9.1,0.02,2,4,0,57.122368,-29.944815
673,35,1,3,0,10.0,7,349,0.22,192.89,16202.76,1,0,3.1,0.02,3,2,0,33.63693,-46.245834
674,23,1,3,3,1.0475678712193766,10,158,0.19,263.21,31585.2,1,2,8.5,0.05,3,3,0,57.48665,-21.41582
675,30,0,2,3,4.597784409421148,7,172,0.32,265.79,22326.36,3,1,5.5,0.14,3,3,0,-2.1702929,31.268383
676,26,1,0,0,5.824561196287,5,257,0.26,239.85,14391.0,3,1,4.5,0.0,5,0,0,14.02344,-27.765715
677,61,1,1,1,3.767799693521432,4,47,0.12,310.77,14916.96,3,1,5.2,0.03,3,4,0,5.5871735,-40.88624
678,51,0,2,2,6.699043973988248,6,221,0.33,67.78,4880.16,1,2,7.1,0.43,3,0,0,-29.536482,-19.130198
679,55,0,1,3,3.2665346586793738,9,234,0.32,229.68,24805.44,2,2,4.8,0.0,1,4,0,-48.606674,14.253097
680,48,1,2,2,5.307695320433282,9,158,0.07,332.46,35905.68,3,1,0.7,0.2,3,4,0,46.63314,0.9581414
681,26,1,1,1,3.955856191003281,6,15,0.3,243.57,17537.04,1,2,0.5,0.15,4,1,0,5.556341,-18.01489
682,33,1,2,0,7.438862165909545,7,84,0.48,107.44,9024.96,3,0,4.8,0.07,2,3,0,12.207463,-46.523746
683,45,0,2,0,3.647270993928789,7,166,0.33,227.47,19107.48,1,0,4.5,0.06,4,2,0,-9.67875,13.217873
684,25,0,1,2,4.296252407426969,8,23,0.26,253.47,24333.12,0,2,8.1,0.06,3,0,0,-6.031628,-1.4316843
685,48,0,1,2,6.891378074994311,4,185,0.19,178.69,8577.12,1,2,2.3,0.17,3,2,0,-41.988026,4.162962
686,37,0,0,2,2.9439226818142727,7,209,0.48,322.98,27130.32,3,0,5.9,0.04,3,2,0,-23.986563,48.41447
687,35,0,3,1,5.137500113527144,12,35,0.23,133.41,19211.04,2,0,6.3,0.01,3,1,0,-11.043792,30.175657
688,48,0,1,3,1.3549313126267966,9,194,0.38,186.18,20107.44,0,2,1.9,0.07,3,4,0,-43.24361,13.202137
689,45,0,2,2,2.8241330827418505,7,239,0.15,356.61,29955.24,3,0,1.9,0.02,3,1,0,-0.49329916,22.18398
690,35,1,1,3,5.764262551781608,2,181,0.15,156.48,3755.52,1,0,7.3,0.01,1,0,0,26.853363,-28.413313
691,53,0,1,3,3.0186049809275355,7,31,0.22,163.04,13695.36,2,2,2.4,0.07,2,4,0,-47.568462,14.188312
692,27,1,1,0,3.910854136352417,9,287,0.22,123.48,13335.84,0,1,2.5,0.0,5,2,0,10.144597,-29.306181
693,47,1,2,2,5.986172804095875,10,200,0.3,149.85,17982.0,3,0,2.6,0.3,3,4,0,11.227791,-3.8881104
694,47,0,1,0,3.84162771770614,8,181,0.19,165.24,15863.04,3,2,6.8,0.02,1,1,0,-53.97469,14.009743
695,36,1,2,2,6.645684146432716,5,184,0.35,193.65,11619.0,2,2,6.7,0.05,2,1,0,-9.8894205,-51.051758
696,43,0,1,2,5.431325574972129,5,83,0.23,251.7,15102.0,1,1,9.6,0.12,2,0,0,-3.4624617,13.976222
697,24,0,1,3,5.871366223849006,11,44,0.25,388.6,51295.2,1,0,4.7,0.15,1,0,0,20.78659,30.560583
698,51,1,0,2,7.481931197477064,12,58,0.22,210.61,30327.84,3,0,2.2,0.05,3,4,0,46.706528,3.8964357
699,37,0,1,3,5.639646125228132,9,141,0.44,287.08,31004.64,2,2,4.3,0.02,3,4,0,-20.20361,47.709137
700,33,1,2,1,8.077694580938688,11,317,0.31,177.37,23412.84,3,1,5.3,0.04,4,2,0,10.735431,-30.861582
701,52,1,0,1,6.822524566075647,11,68,0.27,202.45,26723.4,3,2,2.0,0.3,4,2,0,6.550142,-20.355665
702,31,0,1,3,3.953095140331087,9,179,0.08,157.88,17051.04,2,0,7.7,0.08,2,4,0,-18.783497,35.57781
703,23,0,2,0,7.586296150042543,9,125,0.19,171.51,18523.08,1,2,1.1,0.08,2,4,0,-42.6409,-9.596352
704,21,0,1,0,5.527732041805891,5,190,0.13,199.29,11957.4,2,1,0.4,0.24,4,4,0,-25.587383,23.373884
705,47,1,2,0,4.210640582678993,5,351,0.16,185.55,11133.0,1,2,1.7,0.2,3,4,0,-11.792,-46.466774
706,24,0,1,1,5.5567713906417655,10,191,0.36,171.41,20569.2,0,1,0.4,0.3,3,1,0,-7.6250334,-0.25764927
707,61,1,1,0,7.224653648780526,15,72,0.17,100.7,18126.0,2,2,1.2,0.01,5,4,0,17.435492,1.692502
708,18,0,1,1,5.910090188484444,7,328,0.45,238.2,20008.8,3,0,0.9,0.09,1,1,0,5.212294,17.193232
709,60,1,2,0,8.644785665102795,11,307,0.29,173.19,22861.08,1,1,6.9,0.29,4,1,0,12.130995,-24.804098
710,42,0,2,0,7.173061115797644,7,86,0.23,176.52,14827.68,0,0,7.3,0.11,2,4,0,-13.48015,30.306274
711,38,1,3,3,6.046320066804325,5,168,0.43,211.69,12701.4,3,0,3.3,0.03,4,1,0,24.086351,-46.647064
712,33,1,1,0,2.9478638345176846,8,157,0.5,291.2,27955.2,1,1,2.1,0.19,3,0,0,10.997701,-20.393139
713,44,0,2,1,4.640534971979759,14,329,0.3,125.81,21136.08,2,2,7.7,0.08,3,4,0,-18.920921,54.247807
714,39,0,2,0,5.143328279501703,11,145,0.07,179.25,23661.0,3,0,1.7,0.02,3,1,0,-32.727734,13.068945
715,53,0,2,1,6.393263002435494,11,1,0.44,49.15,6487.8,1,0,4.0,0.15,3,4,0,-46.090614,-8.061416
716,41,0,1,1,6.274666082544385,11,364,0.08,253.89,33513.48,1,0,5.7,0.03,1,0,0,1.9907521,18.42425
717,41,0,1,1,5.339080820436572,13,96,0.52,426.0,66456.0,0,2,5.6,0.0,3,0,0,24.83539,38.759212
718,35,0,1,0,5.240699830754342,9,212,0.33,312.6,33760.8,0,2,4.3,0.02,3,4,0,-10.07174,58.194458
719,39,1,1,1,6.440913790152139,8,1,0.23,119.83,11503.68,2,2,5.6,0.25,3,2,0,5.783357,-21.523966
720,43,0,1,2,3.282827548740028,6,169,0.15,157.34,11328.48,3,2,6.7,0.03,1,1,0,-54.045593,14.278033
721,19,1,1,3,8.391031638499713,5,219,0.26,215.54,12932.4,3,2,2.5,0.02,2,4,0,-8.949491,-37.427197
722,23,0,2,0,1.0,11,151,0.65,53.31,7036.92,1,2,4.0,0.3,5,4,0,-22.127913,-17.666983
723,48,0,1,1,7.910818964344058,7,274,0.28,154.35,12965.4,0,2,6.9,0.12,1,4,0,-43.169003,-9.004563
724,42,0,3,1,4.909628943149676,7,244,0.29,196.29,16488.36,1,0,1.4,0.01,2,0,0,-8.785396,6.4310956
725,37,0,1,0,7.005159628543188,6,95,0.17,148.26,10674.72,3,1,3.5,0.02,4,2,0,-40.528397,9.874335
726,40,0,1,3,5.727680868585225,11,156,0.44,350.73,46296.36,2,0,0.4,0.19,2,0,0,19.960037,29.448557
727,44,0,1,1,5.692068821821604,7,85,0.62,124.11,10425.24,0,1,2.2,0.17,2,1,0,-50.779724,-13.645678
728,33,1,0,3,6.108508952053042,8,140,0.28,141.67,13600.32,0,2,4.1,0.12,2,0,0,-19.694906,-47.02835
729,30,0,1,0,6.618108578175557,7,229,0.07,477.56,40115.04,3,0,2.7,0.08,4,1,0,18.103567,21.819489
730,42,1,2,0,4.34233834682552,11,88,0.47,449.47,59330.04,1,0,7.9,0.05,2,0,0,38.277412,18.26403
731,28,0,3,3,7.069598261052473,9,49,0.25,503.46,54373.68,1,2,4.2,0.02,3,4,0,34.88062,47.55895
732,44,1,0,0,2.831058752842433,7,243,0.47,138.2,11608.8,0,1,3.3,0.08,4,2,0,27.075754,-35.1359
733,19,1,2,3,4.989338853347751,9,97,0.16,179.62,19398.96,3,2,9.4,0.0,5,3,0,-4.7418504,-28.25176
734,52,1,1,2,6.671939848544554,5,16,0.37,86.71,5202.6,3,0,6.4,0.03,5,2,0,39.923424,-41.580585
735,45,1,1,0,6.990035159231779,5,256,0.29,139.39,8363.4,3,0,7.1,0.04,4,3,0,36.431557,-38.46864
736,43,0,2,0,5.921577696522802,5,155,0.09,262.37,15742.2,1,0,8.7,0.01,3,1,0,-5.088998,14.251647
737,51,1,3,2,4.213215124088529,7,181,0.24,163.83,13761.72,0,1,3.1,0.01,4,2,0,33.051346,-52.531048
738,59,0,1,0,6.793415556737407,10,348,0.36,370.29,44434.8,0,0,5.6,0.04,2,1,0,-5.6219954,8.775332
739,52,1,0,1,3.661267521762493,10,164,0.1,205.4,24648.0,3,2,4.2,0.13,3,2,0,8.339846,-20.257072
740,18,0,2,1,8.502818147497821,5,290,0.17,195.21,11712.6,3,0,2.9,0.0,3,0,0,-15.697453,17.678856
741,24,0,1,2,4.830658205000671,5,321,0.31,128.66,7719.6,1,2,0.2,0.02,5,1,0,-53.36117,5.0180063
742,32,0,2,0,1.920748611588079,3,4,0.13,292.18,10518.48,3,0,1.5,0.11,2,1,0,-35.377243,11.81287
743,40,0,1,3,2.610633063966896,11,118,0.05,125.19,16525.08,3,0,8.1,0.0,2,3,0,-18.95049,35.654015
744,46,1,1,2,5.087287273759175,6,26,0.39,250.46,18033.12,1,1,1.5,0.08,4,4,0,-1.6992888,-48.004402
745,31,0,1,0,5.2796505426521065,9,148,0.26,204.36,22070.88,1,1,9.1,0.27,3,3,0,-21.62384,-15.3682
746,42,1,2,1,8.939313369902191,4,205,0.05,247.0,11856.0,2,1,2.8,0.01,3,3,0,33.532993,-42.59735
747,30,0,2,3,2.923001324771547,6,99,0.17,413.17,29748.24,1,0,4.7,0.01,3,0,0,-0.98829895,17.241663
748,32,0,2,0,5.078924398607861,9,138,0.32,382.5,41310.0,0,0,8.7,0.05,2,4,0,-10.289364,36.236637
749,23,1,2,3,2.881157185835886,4,264,0.67,199.72,9586.56,3,0,3.5,0.05,3,0,0,13.947817,-60.477837
750,28,0,1,3,4.014690293573193,7,145,0.27,246.11,20673.24,0,0,2.4,0.03,3,1,0,-1.0929848,18.31218
751,23,0,1,2,8.367944060138676,6,69,0.39,376.81,27130.32,3,1,0.4,0.07,4,1,0,16.231264,15.489001
752,28,1,1,0,2.7273275536880184,7,286,0.49,123.15,10344.6,3,2,9.5,0.11,4,3,0,-4.7518134,-34.01311
753,52,1,1,3,6.174084848135667,3,95,0.53,271.87,9787.32,0,2,4.1,0.01,3,0,0,-19.635262,-49.31334
754,28,1,2,1,5.785814718028783,7,61,0.1,328.99,27635.16,1,2,8.9,0.01,2,4,0,26.093529,12.508635
755,71,0,2,0,4.951657147283583,9,24,0.12,307.0,33156.0,3,0,4.4,0.09,3,4,0,6.085224,33.7728
756,45,0,2,3,6.038873246383475,6,81,0.34,343.95,24764.4,3,1,8.8,0.16,3,4,0,5.57149,31.17069
757,42,1,1,2,2.679959236113423,9,245,0.14,249.91,26990.28,0,0,1.1,0.05,3,2,0,38.599834,-13.373427
758,29,1,1,3,8.312645015607115,8,226,0.42,158.28,15194.88,1,1,4.5,0.19,3,1,0,-18.594454,-32.416412
759,48,0,2,3,8.849690990247042,5,107,0.55,100.7,6042.0,2,1,4.5,0.15,2,0,0,-31.625082,6.7353578
760,33,0,2,0,5.094209395518627,8,35,0.46,442.82,42510.72,2,2,9.7,0.06,3,0,0,18.762955,48.96404
761,41,1,0,1,9.846212261227109,11,118,0.21,318.97,42104.04,3,2,5.0,0.21,4,0,0,23.256498,11.69802
762,70,1,1,2,4.201944136900159,5,189,0.19,249.11,14946.6,3,0,1.1,0.01,3,3,0,48.651394,-36.381393
763,38,0,1,1,5.80086398771256,9,354,0.05,163.98,17709.84,3,0,9.1,0.03,3,4,0,-17.175901,37.466255
764,53,1,1,3,7.863778127549027,7,328,0.62,308.32,25898.88,3,0,9.5,0.07,3,4,0,52.972065,-33.483124
765,31,1,2,3,4.0819910795541805,13,271,0.11,173.57,27076.92,1,0,4.1,0.08,5,4,0,46.733475,-8.135223
766,39,0,3,0,2.2369018822411237,9,292,0.29,164.46,17761.68,3,2,8.0,0.15,3,2,0,-63.936703,18.219913
767,61,0,1,2,1.776565868762292,8,122,0.08,241.58,23191.68,2,0,0.8,0.03,3,4,0,-14.273489,21.448742
768,32,1,2,1,9.121653127805317,8,311,0.23,679.28,65210.88,3,0,4.1,0.1,2,3,0,42.02391,24.739456
769,61,1,1,3,3.9419506987224446,7,165,0.2,76.17,6398.28,2,1,5.2,0.14,4,4,0,-4.259605,-39.924656
770,48,1,1,0,4.628526473163003,6,62,0.51,194.46,14001.12,1,0,8.7,0.19,3,1,0,18.591396,-52.815987
771,33,1,2,3,2.774471843357891,14,320,0.14,179.52,30159.36,3,2,1.1,0.02,3,4,0,50.618504,-17.298922
772,47,0,1,0,6.896678558658377,10,218,0.18,158.86,19063.2,1,0,4.1,0.01,3,3,0,-12.101974,18.167717
773,51,1,2,3,3.43688028155083,5,354,0.29,321.99,19319.4,0,0,5.2,0.03,3,4,0,40.489475,-51.230835
774,47,0,2,0,4.017473944677356,12,203,0.18,423.02,60914.88,3,1,6.7,0.02,2,3,0,27.96365,29.318855
775,21,0,1,0,5.599040838832321,9,268,0.23,316.17,34146.36,2,2,1.1,0.03,2,4,0,-25.40547,58.53915
776,31,1,2,2,2.871908145508855,13,328,0.18,137.29,21417.24,2,1,2.9,0.33,2,0,0,8.008281,-4.606391
777,37,1,1,3,4.64283546097155,8,238,0.15,276.52,26545.92,3,2,0.5,0.02,2,4,0,51.50573,2.2770042
778,39,0,3,0,7.80441917900654,11,136,0.41,276.6,36511.2,3,0,1.6,0.02,3,4,0,25.40349,26.961988
779,47,0,2,2,5.856508795033727,6,297,0.29,175.08,12605.76,3,2,5.0,0.15,5,0,0,-51.336803,5.023561
780,42,0,1,1,5.261084584856717,9,69,0.09,201.88,21803.04,1,0,2.4,0.08,3,4,0,-12.901523,19.509487
781,23,1,1,2,5.42972941892773,7,109,0.05,415.77,34924.68,2,0,4.8,0.28,1,0,0,0.6621509,-11.850441
782,44,0,1,0,4.221729808046873,3,259,0.43,75.91,2732.76,0,0,7.9,0.04,5,0,0,-52.987778,-0.061950244
