Customer_ID,Age,Gender,Marital_Status,Region,Loyalty_Score,Frequency,Recency,Discount_Response_Rate,Average_Basket_Value,Annual_Expenditure,Customer_Type,Channel_Preference,Tenure_Years,Returns_Rate,Satisfaction_Score,Category_Pref
CUST_01083,36,Male,Married,East,5.677188866231725,3,98,0.29,239.8,8632.8,Discount-Seeker,Mixed,8.3,0.0,2,Personal_Care
CUST_01084,64,Female,Single,East,5.387310633262985,3,225,0.56,135.41,4874.76,Regular,In-Store,7.4,0.07,3,Snacks
CUST_01085,44,Male,Widowed,West,5.111479546652736,11,236,0.19,137.61,18164.52,Occasional,Online,7.7,0.04,5,Snacks
CUST_01086,45,Female,Married,North,6.329526179448726,3,92,0.16,281.79,10144.44,Regular,Mixed,4.6,0.03,3,Beverages
CUST_01087,52,Male,Single,South,1.0,10,251,0.33,123.63,14835.6,Brand-Loyal,In-Store,3.2,0.09,3,Household
CUST_01088,42,Male,Married,West,8.08866697394247,8,357,0.08,239.24,22967.04,Regular,Mixed,5.0,0.22,4,Beverages
CUST_01089,36,Male,Married,South,1.0,7,216,0.56,171.67,14420.28,Occasional,Mixed,6.0,0.06,2,Dairy
CUST_01090,37,Male,Married,North,2.841676366191016,12,336,0.36,302.72,43591.68,Brand-Loyal,Online,7.3,0.11,5,Dairy
CUST_01091,39,Male,Married,North,4.546478406699711,5,205,0.24,786.23,47173.8,Occasional,Online,4.6,0.03,3,Beverages
CUST_01092,39,Male,Married,North,6.345225782179685,7,26,0.29,100.79,8466.36,Occasional,In-Store,7.0,0.07,2,Snacks
CUST_01093,48,Female,Single,West,1.0,7,135,0.45,149.78,12581.52,Discount-Seeker,In-Store,5.3,0.04,4,Beverages
CUST_01094,40,Female,Married,South,4.943751352116331,12,44,0.28,163.15,23493.6,Regular,In-Store,1.7,0.03,1,Snacks
CUST_01095,48,Male,Widowed,West,6.584790078831469,8,142,0.45,159.22,15285.12,Brand-Loyal,In-Store,0.9,0.06,1,Household
CUST_01096,39,Male,Single,West,6.989036232056954,17,52,0.48,217.5,44370.0,Discount-Seeker,In-Store,5.7,0.11,3,Household
CUST_01097,40,Male,Divorced,East,3.6053406830050827,9,160,0.38,270.85,29251.8,Discount-Seeker,In-Store,4.7,0.07,4,Household
CUST_01098,18,Male,Married,North,4.398329426089935,9,361,0.45,159.2,17193.6,Regular,In-Store,3.9,0.05,2,Dairy
CUST_01099,50,Male,Single,North,3.7677037422147444,9,203,0.55,198.61,21449.88,Regular,In-Store,5.7,0.03,2,Snacks
CUST_01100,44,Female,Widowed,South,4.214650692947831,7,75,0.16,167.58,14076.72,Occasional,Mixed,7.0,0.06,4,Household
CUST_01101,51,Male,Married,South,2.93634689854313,5,340,0.53,106.72,6403.2,Regular,In-Store,2.4,0.07,3,Dairy
CUST_01102,18,Male,Single,East,3.221495675058164,6,185,0.07,114.94,8275.68,Regular,In-Store,5.5,0.01,4,Household
CUST_01103,65,Male,Single,South,5.8687538440567355,8,52,0.21,250.18,24017.28,Brand-Loyal,Mixed,2.3,0.06,3,Beverages
CUST_01104,38,Male,Single,West,5.263230746545483,11,239,0.14,505.21,66687.72,Regular,In-Store,6.4,0.04,3,Household
CUST_01105,53,Female,Married,East,5.983173015180947,7,114,0.6,189.08,15882.72,Occasional,In-Store,5.6,0.1,3,Beverages
CUST_01106,27,Male,Married,East,5.428028779401673,14,189,0.36,159.94,26869.92,Brand-Loyal,In-Store,7.0,0.04,3,Snacks
CUST_01107,47,Male,Divorced,West,6.408677202295191,10,62,0.09,146.17,17540.4,Regular,Online,8.4,0.05,3,Household
CUST_01108,27,Female,Single,North,6.75642799630999,9,246,0.47,524.06,56598.48,Regular,In-Store,3.3,0.09,4,Dairy
CUST_01109,32,Male,Single,North,1.516566760267792,9,214,0.48,192.84,20826.72,Occasional,In-Store,8.9,0.19,3,Beverages
CUST_01110,62,Female,Single,North,3.291380699171275,10,332,0.3,98.18,11781.6,Brand-Loyal,Mixed,0.9,0.01,4,Dairy
CUST_01111,37,Female,Married,North,4.537248085019923,6,359,0.18,232.86,16765.92,Regular,In-Store,6.4,0.04,3,Beverages
CUST_01112,42,Male,Widowed,East,4.954644949025318,9,159,0.59,208.67,22536.36,Brand-Loyal,In-Store,3.1,0.03,3,Snacks
CUST_01113,50,Female,Married,South,3.659818852363933,10,287,0.15,385.76,46291.2,Occasional,Mixed,7.5,0.2,3,Personal_Care
CUST_01114,45,Male,Single,South,6.824047341976612,3,12,0.02,175.58,6320.88,Brand-Loyal,In-Store,0.2,0.06,3,Snacks
CUST_01115,41,Female,Divorced,West,8.959896736581197,12,291,0.16,166.23,23937.12,Occasional,Mixed,8.3,0.28,3,Snacks
CUST_01116,44,Male,Married,North,5.372323911163468,8,313,0.07,111.31,10685.76,Regular,In-Store,8.3,0.05,2,Dairy
CUST_01117,68,Male,Single,East,5.168682064396423,9,169,0.43,136.45,14736.6,Regular,Online,4.9,0.08,2,Household
CUST_01118,39,Female,Married,North,6.698912510208662,12,27,0.24,108.14,15572.16,Brand-Loyal,Mixed,9.3,0.1,2,Beverages
CUST_01119,42,Female,Single,South,1.268320489593128,12,327,0.14,187.64,27020.16,Brand-Loyal,In-Store,4.2,0.04,3,Snacks
CUST_01120,52,Female,Single,East,5.056937880876821,4,338,0.03,292.28,14029.44,Discount-Seeker,In-Store,9.1,0.04,4,Snacks
CUST_01121,53,Female,Single,West,6.958071650935033,5,76,0.62,119.33,7159.8,Occasional,In-Store,0.1,0.11,5,Dairy
CUST_01122,54,Male,Married,South,3.7136920055977765,5,156,0.16,455.12,27307.2,Discount-Seeker,In-Store,4.1,0.2,3,Snacks
CUST_01123,47,Male,Married,North,2.546878840196069,8,75,0.22,448.69,43074.24,Regular,Online,0.7,0.05,2,Beverages
CUST_01124,26,Male,Single,South,4.628388779800443,12,259,0.13,380.78,54832.32,Discount-Seeker,In-Store,2.0,0.03,1,Household
CUST_01125,59,Male,Single,North,4.878629133596159,4,357,0.22,153.38,7362.24,Discount-Seeker,In-Store,4.4,0.06,2,Personal_Care
CUST_01126,26,Male,Married,North,3.182695436169083,7,3,0.28,111.9,9399.6,Regular,In-Store,6.9,0.06,3,Snacks
CUST_01127,43,Female,Widowed,East,9.192322552101903,6,285,0.4,199.89,14392.08,Regular,In-Store,3.2,0.07,5,Household
CUST_01128,30,Male,Married,North,4.042607237984109,9,54,0.17,383.05,41369.4,Occasional,In-Store,2.4,0.14,2,Snacks
CUST_01129,39,Male,Single,South,2.6926812971468626,5,223,0.13,460.72,27643.2,Occasional,In-Store,8.5,0.08,1,Snacks
CUST_01130,43,Male,Single,East,4.812757361858777,11,321,0.3,384.88,50804.16,Discount-Seeker,Mixed,0.6,0.03,2,Beverages
CUST_01131,43,Female,Single,South,6.815721275408983,6,229,0.39,524.49,37763.28,Regular,In-Store,8.5,0.21,4,Snacks
CUST_01132,45,Female,Single,North,5.034828497996462,11,149,0.57,350.23,46230.36,Occasional,Mixed,0.4,0.14,3,Snacks
CUST_01133,59,Female,Married,West,5.971187840088005,3,238,0.23,137.66,4955.76,Regular,Online,0.2,0.08,3,Beverages
CUST_01134,45,Male,Married,South,3.2569788113336857,6,41,0.17,418.17,30108.24,Occasional,In-Store,9.4,0.05,3,Household
CUST_01135,37,Female,Married,West,7.975376892807027,7,234,0.27,110.75,9303.0,Discount-Seeker,Mixed,3.5,0.4,4,Dairy
CUST_01136,51,Male,Married,South,6.123422055836887,7,20,0.41,382.32,32114.88,Brand-Loyal,Online,1.7,0.05,3,Snacks
CUST_01137,54,Female,Single,South,7.09540313775522,9,246,0.24,158.72,17141.76,Regular,In-Store,1.9,0.16,3,Snacks
CUST_01138,25,Female,Single,South,5.730321264950339,8,60,0.35,235.06,22565.76,Occasional,In-Store,6.5,0.1,4,Snacks
CUST_01139,47,Male,Married,South,6.649768075457569,10,203,0.03,121.46,14575.2,Regular,In-Store,8.3,0.06,2,Snacks
CUST_01140,48,Female,Single,North,3.253894880645545,4,183,0.27,236.99,11375.52,Brand-Loyal,In-Store,4.6,0.24,5,Beverages
CUST_01141,36,Female,Single,South,4.017179166620875,5,259,0.52,322.46,19347.6,Discount-Seeker,In-Store,2.3,0.15,4,Household
CUST_01142,56,Male,Single,West,7.69296119111206,4,124,0.33,238.92,11468.16,Discount-Seeker,In-Store,3.2,0.06,3,Snacks
CUST_01143,38,Female,Single,East,8.119483894567928,4,270,0.26,276.29,13261.92,Brand-Loyal,Online,2.1,0.15,5,Dairy
CUST_01144,41,Male,Single,North,2.7058688005618463,7,301,0.58,264.94,22254.96,Regular,In-Store,2.0,0.01,1,Snacks
CUST_01145,37,Male,Married,East,5.499472135727625,6,109,0.1,192.73,13876.56,Regular,In-Store,5.6,0.08,2,Household
CUST_01146,40,Male,Divorced,West,4.138112399029545,7,351,0.52,229.25,19257.0,Occasional,In-Store,5.3,0.1,4,Personal_Care
CUST_01147,26,Male,Single,East,3.605937061270277,8,227,0.19,111.43,10697.28,Occasional,Mixed,6.8,0.09,3,Snacks
CUST_01148,22,Female,Single,North,5.5696793907109,12,188,0.09,301.1,43358.4,Discount-Seeker,Mixed,1.8,0.42,3,Household
CUST_01149,59,Male,Married,West,7.281925864730816,9,177,0.41,225.86,24392.88,Brand-Loyal,In-Store,0.5,0.11,3,Dairy
CUST_01150,29,Female,Single,South,5.903324946568388,2,326,0.24,166.08,3985.92,Occasional,In-Store,5.7,0.01,3,Dairy
CUST_01151,28,Male,Single,South,4.36097510016193,6,349,0.49,118.05,8499.6,Regular,In-Store,8.8,0.01,4,Dairy
CUST_01152,18,Female,Single,East,6.02972235987032,10,308,0.47,181.23,21747.6,Occasional,Online,7.1,0.01,4,Personal_Care
CUST_01153,32,Female,Single,West,4.280047652838197,12,63,0.09,94.52,13610.88,Brand-Loyal,In-Store,2.3,0.05,2,Snacks
CUST_01154,24,Female,Married,West,5.824228601461204,4,245,0.36,185.48,8903.04,Occasional,Mixed,4.3,0.02,3,Snacks
CUST_01155,59,Male,Married,West,7.792931400911467,6,180,0.31,337.95,24332.4,Regular,In-Store,2.2,0.05,3,Household
CUST_01156,52,Male,Single,North,1.0,10,22,0.6,240.2,28824.0,Brand-Loyal,In-Store,1.8,0.02,3,Dairy
CUST_01157,31,Male,Single,West,6.594504597080067,9,311,0.31,115.52,12476.16,Regular,Online,8.8,0.03,2,Snacks
CUST_01158,67,Female,Single,North,1.921890156859063,5,113,0.33,244.57,14674.2,Brand-Loyal,In-Store,1.6,0.27,3,Household
CUST_01159,51,Female,Single,South,7.456655421088923,9,110,0.13,199.63,21560.04,Discount-Seeker,In-Store,7.0,0.05,3,Personal_Care
CUST_01160,36,Male,Widowed,East,3.725948780254279,8,3,0.63,184.02,17665.92,Brand-Loyal,In-Store,3.6,0.01,3,Snacks
CUST_01161,18,Male,Married,South,2.564657244787032,10,258,0.5,139.1,16692.0,Regular,Mixed,2.7,0.15,1,Dairy
CUST_01162,67,Female,Married,East,6.390538454177495,3,187,0.26,166.76,6003.36,Regular,Online,9.3,0.1,3,Beverages
CUST_01163,23,Male,Married,South,5.728340126284822,7,28,0.37,175.0,14700.0,Regular,Mixed,8.8,0.14,4,Snacks
CUST_01164,20,Female,Married,West,3.0016261940766835,7,248,0.33,176.58,14832.72,Regular,Online,2.3,0.06,2,Beverages
CUST_01165,52,Female,Married,North,2.4940004856632125,7,9,0.28,213.19,17907.96,Occasional,Mixed,4.2,0.39,5,Personal_Care
CUST_01166,69,Female,Single,South,4.625037025017436,14,190,0.26,503.35,84562.8,Occasional,In-Store,7.1,0.09,5,Beverages
CUST_01167,56,Male,Single,West,2.591826099657607,7,288,0.38,372.71,31307.64,Regular,In-Store,8.1,0.04,5,Dairy
CUST_01168,46,Male,Married,North,2.8770540541527447,7,75,0.26,215.61,18111.24,Discount-Seeker,In-Store,4.4,0.08,2,Beverages
CUST_01169,47,Female,Single,East,5.231241580842867,8,102,0.23,306.28,29402.88,Discount-Seeker,Online,9.1,0.02,4,Beverages
CUST_01170,50,Female,Widowed,East,3.0682567314898064,5,291,0.29,150.11,9006.6,Brand-Loyal,In-Store,4.2,0.25,3,Beverages
CUST_01171,49,Male,Married,East,5.853078580053086,7,47,0.37,110.6,9290.4,Occasional,Mixed,1.2,0.03,2,Personal_Care
CUST_01172,43,Male,Widowed,East,7.980287191766953,12,36,0.38,511.25,73620.0,Regular,In-Store,9.8,0.03,3,Beverages
CUST_01173,41,Female,Single,North,4.702889170198835,4,147,0.31,190.35,9136.8,Regular,Online,9.3,0.07,2,Beverages
CUST_01174,39,Female,Divorced,West,5.260302123971169,4,123,0.41,277.46,13318.08,Occasional,In-Store,7.8,0.06,3,Household
CUST_01175,30,Female,Single,North,9.036193465670973,10,153,0.31,195.02,23402.4,Regular,Online,8.9,0.13,2,Beverages
CUST_01176,36,Female,Widowed,South,2.6247977652453063,5,316,0.07,326.82,19609.2,Regular,Online,6.5,0.03,3,Household
CUST_01177,19,Male,Single,North,7.382470390361483,5,121,0.23,629.6,37776.0,Regular,In-Store,4.1,0.0,3,Snacks
CUST_01178,38,Male,Married,East,7.141715195824965,9,232,0.48,142.55,15395.4,Regular,Online,3.8,0.15,3,Snacks
CUST_01179,28,Female,Married,East,6.7086346783475665,10,95,0.47,274.71,32965.2,Regular,In-Store,3.1,0.01,3,Dairy
CUST_01180,26,Female,Married,West,7.583495701465262,8,23,0.15,166.05,15940.8,Discount-Seeker,In-Store,6.9,0.04,3,Household
CUST_01181,42,Male,Married,East,5.561149931917238,9,115,0.12,200.61,21665.88,Brand-Loyal,Online,3.0,0.14,3,Household
CUST_01182,56,Male,Widowed,East,3.834141008801465,8,155,0.68,111.48,10702.08,Regular,Mixed,3.5,0.01,3,Dairy
CUST_01183,51,Female,Married,West,7.1891465824411345,5,163,0.52,181.25,10875.0,Regular,Mixed,5.0,0.14,5,Snacks
CUST_01184,21,Male,Married,South,7.26568442342579,6,77,0.45,155.65,11206.8,Regular,In-Store,4.5,0.1,5,Snacks
CUST_01185,28,Male,Single,East,7.210627802986576,18,292,0.12,368.78,79656.48,Regular,In-Store,0.6,0.02,3,Snacks
CUST_01186,51,Female,Married,East,5.089004164638473,9,216,0.24,155.43,16786.44,Occasional,Online,4.4,0.03,3,Beverages
CUST_01187,28,Female,Married,South,3.567610972773347,7,97,0.43,196.59,16513.56,Discount-Seeker,In-Store,4.9,0.07,3,Dairy
CUST_01188,37,Female,Married,West,5.382724508223222,6,199,0.09,335.95,24188.4,Brand-Loyal,In-Store,5.6,0.07,5,Snacks
CUST_01189,46,Male,Single,North,6.884460035135671,10,137,0.42,300.27,36032.4,Regular,Mixed,8.7,0.12,3,Beverages
CUST_01190,28,Female,Married,East,7.0487035797199304,11,21,0.43,393.55,51948.6,Regular,In-Store,3.5,0.06,3,Household
CUST_01191,41,Female,Single,East,4.14064774585081,4,160,0.42,326.86,15689.28,Occasional,Online,7.0,0.04,3,Beverages
CUST_01192,23,Female,Single,West,5.63074579225478,8,322,0.11,249.17,23920.32,Regular,Online,9.2,0.03,1,Dairy
CUST_01193,32,Female,Married,West,2.382443391028088,14,300,0.54,190.83,32059.44,Brand-Loyal,Online,9.3,0.13,3,Beverages
CUST_01194,43,Male,Single,East,6.969900206011702,9,121,0.29,181.72,19625.76,Discount-Seeker,Online,9.4,0.17,2,Snacks
CUST_01195,20,Male,Single,East,3.433382486549873,6,193,0.48,204.73,14740.56,Brand-Loyal,Online,8.4,0.31,3,Snacks
CUST_01196,45,Male,Married,South,6.570510719143095,4,336,0.36,126.29,6061.92,Regular,In-Store,5.6,0.28,2,Snacks
CUST_01197,39,Male,Single,South,2.7013908452196764,8,215,0.58,164.66,15807.36,Discount-Seeker,In-Store,7.1,0.15,3,Dairy
CUST_01198,46,Female,Single,West,7.062831812868016,6,143,0.04,241.47,17385.84,Discount-Seeker,Mixed,0.8,0.1,3,Household
CUST_01199,42,Female,Single,West,5.643670380045541,8,155,0.05,93.9,9014.4,Regular,In-Store,1.9,0.06,2,Snacks
CUST_01200,56,Female,Married,West,3.4372846087661078,3,16,0.41,84.5,3042.0,Regular,Mixed,9.9,0.05,4,Beverages
CUST_01201,41,Female,Married,North,6.38271276216105,3,302,0.23,69.44,2499.84,Regular,Online,0.3,0.13,2,Beverages
CUST_01202,34,Male,Married,West,3.8192766163893386,5,359,0.2,101.49,6089.4,Regular,Online,0.4,0.04,2,Household
CUST_01203,41,Male,Single,West,6.499110074890257,10,200,0.5,171.19,20542.8,Brand-Loyal,In-Store,2.5,0.05,1,Beverages
CUST_01204,46,Male,Single,South,4.451777049238557,5,65,0.23,184.83,11089.8,Discount-Seeker,In-Store,5.7,0.24,2,Dairy
CUST_01205,40,Male,Single,East,1.5579057487406742,6,19,0.33,125.16,9011.52,Discount-Seeker,Online,2.1,0.01,2,Dairy
CUST_01206,40,Male,Married,West,3.0351675190381258,13,90,0.11,126.72,19768.32,Occasional,Online,1.1,0.03,2,Personal_Care
CUST_01207,31,Female,Divorced,East,4.1391705826254315,4,37,0.34,115.34,5536.32,Occasional,In-Store,1.5,0.06,3,Snacks
CUST_01208,32,Female,Single,West,7.736378047497156,8,186,0.44,223.54,21459.84,Regular,In-Store,4.7,0.14,2,Personal_Care
CUST_01209,23,Male,Single,South,6.802287261058449,11,309,0.4,170.71,22533.72,Occasional,Online,5.3,0.31,3,Dairy
CUST_01210,60,Male,Single,East,8.247722824644285,13,47,0.15,216.4,33758.4,Occasional,In-Store,2.6,0.14,3,Snacks
CUST_01211,25,Female,Married,West,8.307270432059717,12,131,0.58,168.63,24282.72,Occasional,Online,9.5,0.04,5,Dairy
CUST_01212,31,Male,Married,South,3.93049839081817,14,88,0.2,159.79,26844.72,Brand-Loyal,In-Store,8.1,0.17,5,Beverages
CUST_01213,31,Female,Married,West,4.623026280482341,8,342,0.39,213.48,20494.08,Regular,Online,4.8,0.07,4,Snacks
CUST_01214,50,Female,Divorced,East,4.177440151338923,6,62,0.51,229.83,16547.76,Brand-Loyal,In-Store,1.7,0.15,3,Beverages
CUST_01215,36,Female,Married,South,3.656978789397847,9,129,0.15,368.77,39827.16,Occasional,In-Store,8.9,0.07,3,Beverages
CUST_01216,54,Male,Single,North,1.3170105813270832,8,39,0.08,274.48,26350.08,Discount-Seeker,Mixed,1.6,0.03,3,Beverages
CUST_01217,31,Female,Single,South,4.9705045639663155,9,329,0.35,448.24,48409.92,Discount-Seeker,Mixed,6.9,0.12,4,Household
CUST_01218,43,Male,Married,East,2.428868812577779,3,161,0.23,133.93,4821.48,Discount-Seeker,In-Store,6.3,0.2,5,Beverages
CUST_01219,29,Female,Married,West,4.931656236931345,10,279,0.15,118.33,14199.6,Regular,Mixed,8.8,0.14,4,Household
CUST_01220,65,Male,Married,South,9.23154161912597,4,162,0.12,155.79,7477.92,Discount-Seeker,In-Store,3.2,0.03,4,Beverages
CUST_01221,25,Male,Married,South,3.981309807338583,7,49,0.34,284.01,23856.84,Regular,In-Store,2.6,0.1,2,Snacks
CUST_01222,43,Female,Married,North,5.389548011256134,8,125,0.17,145.01,13920.96,Brand-Loyal,Mixed,4.3,0.02,4,Beverages
CUST_01223,47,Female,Divorced,East,6.813296771618566,2,227,0.23,356.56,8557.44,Occasional,In-Store,8.8,0.02,4,Snacks
CUST_01224,44,Female,Married,West,5.560582583931814,5,305,0.42,108.74,6524.4,Regular,Online,1.4,0.1,3,Dairy
CUST_01225,37,Female,Married,East,5.584968375884592,11,352,0.19,114.42,15103.44,Discount-Seeker,Mixed,9.5,0.09,2,Snacks
CUST_01226,38,Female,Single,East,4.27519513262384,7,322,0.48,206.76,17367.84,Regular,In-Store,6.6,0.02,2,Household
CUST_01227,40,Male,Married,East,4.536244049877535,6,71,0.26,530.24,38177.28,Discount-Seeker,Online,0.8,0.07,2,Dairy
CUST_01228,38,Female,Divorced,North,3.0799789556243438,5,323,0.56,264.55,15873.0,Regular,Mixed,6.1,0.02,3,Household
CUST_01229,51,Female,Single,East,6.692090017778815,7,247,0.05,271.5,22806.0,Regular,In-Store,5.4,0.02,5,Dairy
CUST_01230,66,Female,Married,East,1.5170166867718082,10,39,0.39,129.09,15490.8,Regular,In-Store,6.3,0.06,2,Beverages
CUST_01231,33,Female,Married,East,6.942176676764404,14,100,0.14,165.81,27856.08,Occasional,Mixed,5.0,0.06,3,Snacks
CUST_01232,23,Male,Single,West,2.192603230509515,10,1,0.34,239.85,28782.0,Regular,Online,8.0,0.04,1,Beverages
CUST_01233,38,Female,Married,West,6.9252145481533045,9,174,0.12,83.7,9039.6,Regular,In-Store,8.4,0.0,4,Household
CUST_01234,70,Male,Single,West,4.292364947575638,8,164,0.05,176.66,16959.36,Occasional,Online,5.6,0.22,4,Snacks
CUST_01235,30,Male,Widowed,West,2.5362626237338395,8,172,0.25,398.86,38290.56,Regular,In-Store,1.0,0.0,1,Household
CUST_01236,59,Female,Married,West,6.158597290159273,10,31,0.43,369.05,44286.0,Regular,In-Store,5.1,0.08,2,Household
CUST_01237,60,Male,Single,East,6.85753507015155,8,97,0.39,586.15,56270.4,Regular,Mixed,1.0,0.14,3,Beverages
CUST_01238,33,Female,Single,North,4.123842703792926,6,110,0.35,171.52,12349.44,Discount-Seeker,Mixed,0.3,0.08,3,Beverages
CUST_01239,46,Male,Married,South,6.441221097357866,11,186,0.23,97.47,12866.04,Brand-Loyal,In-Store,4.4,0.03,3,Beverages
CUST_01240,59,Male,Single,West,1.0,14,53,0.44,164.45,27627.6,Brand-Loyal,In-Store,9.7,0.02,3,Personal_Care
CUST_01241,35,Female,Single,North,2.3588074205067993,8,103,0.23,214.76,20616.96,Regular,Online,1.8,0.1,1,Snacks
CUST_01242,37,Female,Married,North,7.5848178609374575,10,349,0.17,306.41,36769.2,Regular,In-Store,8.1,0.0,4,Dairy
CUST_01243,33,Female,Single,North,4.552661451604168,10,185,0.26,222.79,26734.8,Brand-Loyal,Online,0.2,0.01,4,Dairy
CUST_01244,27,Female,Single,East,1.2755733471023047,10,201,0.12,254.53,30543.6,Regular,Online,1.0,0.03,3,Household
CUST_01245,32,Female,Married,East,3.602267639116013,13,78,0.45,165.69,25847.64,Brand-Loyal,In-Store,8.4,0.07,2,Household
CUST_01246,25,Male,Divorced,South,3.1531990549498383,9,248,0.25,169.67,18324.36,Regular,Online,3.9,0.14,3,Dairy
CUST_01247,40,Male,Married,North,4.668076537054151,10,261,0.21,139.43,16731.6,Discount-Seeker,Online,9.7,0.04,4,Personal_Care
CUST_01248,30,Male,Married,East,4.258498032384705,9,308,0.66,104.48,11283.84,Discount-Seeker,Online,0.7,0.04,3,Household
CUST_01249,42,Female,Single,South,5.357863457876322,4,32,0.29,159.33,7647.84,Regular,Online,3.4,0.2,2,Beverages
CUST_01250,21,Female,Single,South,4.86106789677485,8,134,0.49,241.16,23151.36,Discount-Seeker,Online,5.9,0.13,1,Snacks
CUST_01251,43,Male,Single,East,7.719478510074037,4,93,0.55,268.96,12910.08,Brand-Loyal,Online,6.9,0.03,4,Snacks
CUST_01252,50,Female,Married,East,5.849097199439338,10,348,0.33,241.65,28998.0,Brand-Loyal,In-Store,5.1,0.01,2,Beverages
CUST_01253,18,Female,Divorced,South,5.915343222387172,5,181,0.65,219.89,13193.4,Occasional,Online,8.4,0.1,3,Snacks
CUST_01254,44,Male,Married,East,7.330314247789044,4,317,0.23,162.33,7791.84,Discount-Seeker,In-Store,6.7,0.13,3,Snacks
CUST_01255,54,Male,Divorced,South,4.222462499140836,10,147,0.23,425.36,51043.2,Occasional,Online,9.4,0.02,3,Snacks
CUST_01256,25,Female,Married,West,2.4762451132830297,12,132,0.4,217.3,31291.2,Regular,Online,7.8,0.09,3,Dairy
CUST_01257,60,Female,Single,North,7.413940649264498,6,160,0.21,182.28,13124.16,Occasional,Mixed,9.7,0.18,4,Household
CUST_01258,45,Female,Married,North,5.271683496216225,8,340,0.51,292.91,28119.36,Occasional,Online,7.4,0.12,3,Snacks
CUST_01259,31,Male,Single,West,5.278702415797857,6,302,0.28,432.72,31155.84,Discount-Seeker,Online,2.5,0.01,4,Snacks
CUST_01260,39,Female,Single,East,3.7333401569395273,12,62,0.07,305.65,44013.6,Regular,In-Store,5.2,0.09,1,Snacks
CUST_01261,46,Male,Married,North,3.7662893337928454,4,348,0.17,300.68,14432.64,Occasional,Online,3.5,0.05,2,Snacks
CUST_01262,40,Male,Married,North,6.693444677541687,12,310,0.46,171.09,24636.96,Occasional,In-Store,4.7,0.18,3,Household
CUST_01263,46,Female,Married,West,6.969311596275221,4,356,0.29,456.45,21909.6,Regular,In-Store,4.9,0.28,2,Personal_Care
CUST_01264,28,Male,Married,West,6.567646811493317,13,215,0.35,402.02,62715.12,Occasional,In-Store,9.5,0.07,3,Dairy
CUST_01265,42,Female,Single,South,6.58592321089095,4,323,0.36,216.5,10392.0,Occasional,Online,7.4,0.09,5,Household
CUST_01266,23,Male,Married,East,6.138059074519518,12,280,0.1,202.9,29217.6,Occasional,In-Store,7.7,0.01,2,Beverages
CUST_01267,38,Female,Married,North,5.263045460156313,3,66,0.43,295.45,10636.2,Occasional,Mixed,9.0,0.11,3,Beverages
CUST_01268,29,Female,Single,East,4.6492406313580386,8,18,0.14,207.46,19916.16,Regular,Mixed,0.2,0.04,3,Beverages
CUST_01269,31,Male,Married,North,7.420647699883107,10,241,0.54,529.98,63597.6,Discount-Seeker,In-Store,7.4,0.09,3,Snacks
CUST_01270,54,Female,Married,South,4.252558259019133,10,96,0.25,403.32,48398.4,Brand-Loyal,Online,7.5,0.17,5,Personal_Care
CUST_01271,53,Male,Married,North,5.7399584277614935,11,48,0.74,162.51,21451.32,Regular,Mixed,4.9,0.03,2,Personal_Care
CUST_01272,47,Female,Divorced,South,3.391974004091507,6,48,0.54,182.75,13158.0,Discount-Seeker,Mixed,3.1,0.0,1,Snacks
CUST_01273,26,Male,Divorced,South,3.681401926299099,7,318,0.1,112.61,9459.24,Brand-Loyal,Online,0.6,0.12,1,Household
CUST_01274,36,Male,Divorced,South,4.527690864285547,8,240,0.24,454.14,43597.44,Regular,Mixed,9.7,0.06,5,Snacks
CUST_01275,54,Male,Single,North,3.3921232465456725,6,222,0.18,283.52,20413.44,Brand-Loyal,Online,5.0,0.03,4,Beverages
CUST_01276,41,Male,Single,South,6.595703650956601,6,230,0.24,98.0,7056.0,Regular,In-Store,1.3,0.01,4,Beverages
CUST_01277,67,Female,Single,West,2.303931496909941,11,155,0.23,159.85,21100.2,Occasional,Mixed,6.7,0.0,4,Dairy
CUST_01278,44,Male,Single,South,5.1984592467621455,9,62,0.52,98.65,10654.2,Brand-Loyal,Mixed,7.8,0.01,2,Snacks
CUST_01279,42,Male,Divorced,East,5.265016193684362,9,102,0.38,224.48,24243.84,Brand-Loyal,In-Store,9.2,0.17,3,Dairy
CUST_01280,36,Male,Married,South,1.3784008433606383,5,358,0.26,157.36,9441.6,Discount-Seeker,Mixed,4.9,0.32,3,Household
CUST_01281,41,Male,Single,South,4.117952358952783,6,334,0.51,169.62,12212.64,Occasional,Online,8.1,0.03,3,Beverages
CUST_01282,38,Female,Single,East,5.511399076096286,7,321,0.31,395.0,33180.0,Regular,In-Store,8.6,0.02,1,Dairy
CUST_01283,48,Female,Single,West,5.857455986588136,11,308,0.18,231.66,30579.12,Brand-Loyal,In-Store,2.2,0.01,3,Dairy
CUST_01284,51,Male,Married,North,4.591385582799668,6,1,0.41,229.32,16511.04,Brand-Loyal,In-Store,4.3,0.22,3,Household
CUST_01285,30,Female,Married,North,6.353776408961431,6,40,0.15,167.95,12092.4,Regular,Online,6.1,0.1,4,Personal_Care
CUST_01286,24,Female,Divorced,East,4.781367485527919,12,72,0.27,197.48,28437.12,Occasional,Online,5.4,0.09,3,Personal_Care
